Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.07777777777777778,0.3878504672897196,0.3,0.6160714285714286,0.03614457831325301,224,0
race,African-American,0.05194805194805195,0.32882882882882886,0.5555555555555556,0.6623376623376623,0.0684931506849315,231,1
race,African-American,0.06756756756756757,0.33014354066985646,0.5,0.6621004566210046,0.07246376811594203,219,2
race,African-American,0.1411764705882353,0.3476190476190476,0.4,0.6478260869565218,0.1095890410958904,230,3
race,African-American,0.1111111111111111,0.19138755980861244,0.5454545454545454,0.7909090909090909,0.15,220,4
race,Caucasian,0.25925925925925924,0.18018018018018017,0.2222222222222222,0.8166666666666667,0.1,120,0
race,Caucasian,0.16,0.20192307692307693,0.5555555555555556,0.7699115044247787,0.23809523809523808,113,1
race,Caucasian,0.06896551724137931,0.23275862068965517,0.6666666666666666,0.7459016393442623,0.14814814814814814,122,2
race,Caucasian,0.038461538461538464,0.21551724137931033,0.6666666666666666,0.773109243697479,0.08,119,3
race,Caucasian,0.0625,0.125,0.8571428571428571,0.8346456692913385,0.4,127,4
race,Hispanic,0.0,0.24242424242424243,,0.7575757575757576,0.0,33,0
race,Hispanic,0.0,0.4444444444444444,,0.5555555555555556,0.0,27,1
race,Hispanic,0.0,0.19230769230769232,,0.8076923076923077,0.0,26,2
race,Hispanic,0.25,0.17647058823529413,0.0,0.8333333333333334,0.0,18,3
race,Hispanic,0.0,0.13636363636363635,1.0,0.8260869565217391,0.3333333333333333,23,4
race,Other,0.0,0.07142857142857142,,0.9285714285714286,0.0,14,0
race,Other,0.0,0.1,,0.9,0.0,20,1
race,Other,0.0,0.3333333333333333,,0.6666666666666666,0.0,24,2
race,Other,0.09090909090909091,0.43478260869565216,0.0,0.5833333333333334,0.0,24,3
race,Other,0.0,0.15789473684210525,1.0,0.8,0.3333333333333333,20,4
sex,female,0.1875,0.2708333333333333,0.25,0.7307692307692307,0.07692307692307693,52,0
sex,female,0.0,0.26,1.0,0.7115384615384616,0.15384615384615385,52,1
sex,female,0.07142857142857142,0.2653061224489796,0.5,0.7254901960784313,0.07692307692307693,51,2
sex,female,0.13333333333333333,0.3333333333333333,0.0,0.6829268292682927,0.0,41,3
sex,female,0.0,0.1111111111111111,1.0,0.8727272727272727,0.16666666666666666,55,4
sex,male,0.1,0.3055555555555556,0.26666666666666666,0.696165191740413,0.04040404040404041,339,0
sex,male,0.07766990291262135,0.29411764705882354,0.5,0.696165191740413,0.08421052631578947,339,1
sex,male,0.058823529411764705,0.294478527607362,0.5714285714285714,0.6941176470588235,0.08333333333333333,340,2
sex,male,0.11711711711711711,0.2996941896024465,0.43478260869565216,0.6914285714285714,0.10204081632653061,350,3
sex,male,0.09836065573770492,0.17405063291139242,0.6842105263157895,0.7970149253731343,0.23636363636363636,335,4
