Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5801825293350718,0
race,African-American,0.5530214424951266,0
race,Other,0.5185185185185185,0
race,Hispanic,0.4,0
sex,male,0.5634365634365635,0
sex,female,0.6096491228070176,0
race,Hispanic,0.6574074074074073,1
race,Other,0.609375,1
race,African-American,0.5837977152410143,1
race,Caucasian,0.42717996289424853,1
sex,male,0.5710839160839161,1
sex,female,0.5425170068027211,1
race,African-American,0.5818965517241379,3
race,Other,0.75,3
race,Caucasian,0.4941620879120879,3
race,Hispanic,0.047619047619047616,3
sex,male,0.5527406957928802,3
sex,female,0.5232558139534884,3
race,Hispanic,0.6666666666666667,4
race,African-American,0.5813657210803466,4
race,Caucasian,0.504093567251462,4
race,Other,0.7833333333333333,4
sex,male,0.5481809599883813,4
sex,female,0.7121212121212122,4
