Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5632333767926988,0
race,African-American,0.5111111111111111,0
race,Other,0.4351851851851852,0
race,Hispanic,0.45,0
sex,male,0.5126956376956376,0
sex,female,0.6008771929824562,0
race,Hispanic,0.6157407407407408,1
race,Other,0.6484375,1
race,African-American,0.5281415436054612,1
race,Caucasian,0.5060296846011132,1
sex,male,0.5254195804195805,1
sex,female,0.7040816326530612,1
race,African-American,0.5226806239737274,3
race,Other,0.375,3
race,Caucasian,0.582760989010989,3
race,Hispanic,0.16666666666666669,3
sex,male,0.5212884304207119,3
sex,female,0.5780730897009967,3
race,Hispanic,0.8958333333333334,4
race,African-American,0.5502802785799219,4
race,Caucasian,0.4526315789473684,4
race,Other,0.775,4
sex,male,0.5663350519207029,4
sex,female,0.30113636363636365,4
