Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.7242990654205608,0
race,African-American,0.581537598204265,0
race,Other,0.5092592592592593,0
race,Hispanic,0.8250000000000001,0
sex,male,0.6339004861309694,0
sex,female,0.7171052631578947,0
race,Hispanic,0.6766666666666666,1
race,Other,0.6666666666666666,1
race,African-American,0.6062457950213053,1
race,Caucasian,0.7818627450980392,1
sex,male,0.6636579327419022,1
sex,female,0.6677777777777778,1
race,African-American,0.6386616678027721,2
race,Hispanic,0.94,2
race,Other,0.7803030303030303,2
race,Caucasian,0.73949246629659,2
sex,male,0.6795387118384535,2
sex,female,0.564625850340136,2
race,African-American,0.615,3
race,Other,0.8142857142857142,3
race,Caucasian,0.6845238095238095,3
race,Hispanic,0.7894736842105263,3
sex,male,0.6314035087719299,3
sex,female,0.8571428571428571,3
race,Hispanic,0.5476190476190477,4
race,African-American,0.5642239364188874,4
race,Caucasian,0.7233870967741935,4
race,Other,0.5166666666666666,4
sex,male,0.5847411295172489,4
sex,female,0.7455357142857142,4
