Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.6935358255451713,0
race,African-American,0.6332210998877665,0
race,Other,0.6481481481481481,0
race,Hispanic,0.9500000000000001,0
sex,male,0.6622342960632923,0
sex,female,0.6491228070175439,0
race,Hispanic,0.7,1
race,Other,0.7333333333333334,1
race,African-American,0.6355685131195337,1
race,Caucasian,0.719607843137255,1
sex,male,0.6618011140911904,1
sex,female,0.6733333333333335,1
race,African-American,0.6996137241536013,2
race,Hispanic,0.92,2
race,Other,0.5454545454545454,2
race,Caucasian,0.7295796986518637,2
sex,male,0.7166236003445305,2
sex,female,0.5442176870748299,2
race,African-American,0.679010989010989,3
race,Other,0.5571428571428572,3
race,Caucasian,0.6401098901098901,3
race,Hispanic,0.6842105263157896,3
sex,male,0.6428070175438595,3
sex,female,0.7886904761904762,3
race,Hispanic,0.5714285714285715,4
race,African-American,0.635343618513324,4
race,Caucasian,0.7709677419354839,4
race,Other,0.8333333333333334,4
sex,male,0.6584112405007927,4
sex,female,0.7589285714285714,4
