Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5780833043276482,1
race,Hispanic,0.6507936507936507,1
race,Caucasian,0.5759615384615384,1
race,Other,0.475,1
sex,male,0.5673309178743962,1
sex,female,0.6949760765550239,1
race,Other,0.6375000000000001,2
race,Caucasian,0.6164502164502165,2
race,African-American,0.5798002219755827,2
race,Hispanic,0.6413043478260869,2
sex,male,0.6092655593356013,2
sex,female,0.4698412698412698,2
race,African-American,0.7108720930232558,3
race,Other,0.6583333333333333,3
race,Caucasian,0.7585669781931464,3
race,Hispanic,0.8397435897435899,3
sex,male,0.7161803713527851,3
sex,female,0.8876811594202898,3
race,African-American,0.642183908045977,4
race,Caucasian,0.7589285714285714,4
race,Hispanic,0.5769230769230769,4
race,Other,0.625,4
sex,male,0.6683791770857013,4
sex,female,0.7948717948717949,4
race,Caucasian,0.7591575091575092,5
race,African-American,0.626733921815889,5
race,Hispanic,0.42592592592592593,5
race,Other,0.7173913043478262,5
sex,male,0.6714195183776933,5
sex,female,0.7083333333333334,5
