Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5652258566978194,0
race,African-American,0.6021885521885522,0
race,Other,0.6759259259259259,0
race,Hispanic,0.7375,0
sex,male,0.6370222095129159,0
sex,female,0.3508771929824562,0
race,Hispanic,0.5666666666666667,1
race,Other,0.5733333333333334,1
race,African-American,0.6345032518501906,1
race,Caucasian,0.5553921568627451,1
sex,male,0.5971477202393233,1
sex,female,0.63,1
race,African-American,0.7117132469893206,2
race,Hispanic,0.8,2
race,Other,0.6060606060606061,2
race,Caucasian,0.7055908009516257,2
sex,male,0.6925782371518805,2
sex,female,0.8027210884353742,2
race,African-American,0.6661538461538461,3
race,Other,0.5285714285714285,3
race,Caucasian,0.6229395604395604,3
race,Hispanic,0.2192982456140351,3
sex,male,0.6335839598997494,3
sex,female,0.6116071428571429,3
race,Hispanic,0.5476190476190477,4
race,African-American,0.5524193548387097,4
race,Caucasian,0.760752688172043,4
race,Other,0.9083333333333334,4
sex,male,0.6242140943633481,4
sex,female,0.6949404761904763,4
