Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6595446342278066,1
race,Caucasian,0.6651695385712887,1
race,Other,0.6130636170936592,1
sex,male,0.6649371076594307,1
sex,female,0.6668562514728076,1
race,Caucasian,0.6654972486920703,2
race,Other,0.7256234594751341,2
race,African-American,0.6818737134364223,2
sex,male,0.6739038257191056,2
sex,female,0.6609910356638843,2
race,African-American,0.6744050462216171,3
race,Caucasian,0.6703306779658487,3
race,Other,0.6003963996185027,3
sex,male,0.6740561309498184,3
sex,female,0.6682046096861916,3
race,Caucasian,0.673559059488509,4
race,African-American,0.6744110087813237,4
race,Other,0.5563333333333332,4
sex,male,0.673592525075069,4
sex,female,0.6769484472192991,4
race,Caucasian,0.670863639720239,5
race,Other,0.5911826021036672,5
race,African-American,0.6673622881355933,5
sex,female,0.6674355709231794,5
sex,male,0.6727127558045508,5
