Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6263529411764706,0
race,Hispanic,1.0,0
race,Caucasian,0.5925925925925926,0
race,Other,0.618421052631579,0
sex,male,0.6092134280813525,0
sex,female,0.7045454545454546,0
race,Other,0.9166666666666667,1
race,Caucasian,0.5692007797270955,1
race,African-American,0.5894561598224196,1
race,Hispanic,0.42727272727272725,1
sex,male,0.6012745618693575,1
sex,female,0.5478036175710594,1
race,African-American,0.6249852542172938,2
race,Other,0.5666666666666667,2
race,Caucasian,0.5977414330218068,2
race,Hispanic,0.7,2
sex,male,0.6135135135135136,2
sex,female,0.6317460317460317,2
race,African-American,0.6541394335511983,3
race,Caucasian,0.6192592592592593,3
race,Hispanic,0.7820512820512819,3
race,Other,0.9111111111111112,3
sex,male,0.6410547851784497,3
sex,female,0.7698412698412698,3
race,Caucasian,0.6843243243243244,4
race,African-American,0.5686828716789146,4
race,Hispanic,0.40384615384615385,4
race,Other,0.6347826086956522,4
sex,male,0.6031447784810127,4
sex,female,0.6620209059233448,4
