Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.43478260869565216,0.9242902208201893,0.0023297491039426525,0.9785407725321889,0.9224280516043665,35.07692307692308,6046,0
race,African-American,0.7222222222222222,0.9210182767624021,0.0008851124092759781,0.9738430583501007,0.9204360559713635,96.8,6146,1
race,African-American,0.5,0.913022113022113,0.001254255509765275,0.9869888475836431,0.9120771367870567,75.85714285714286,6119,2
race,African-American,0.4782608695652174,0.9195515990768216,0.002146690518783542,0.9779559118236473,0.9178847101330267,40.666666666666664,6089,3
race,African-American,0.44,0.9183273440052271,0.00248403122782115,0.9784735812133072,0.9163819749471287,35.714285714285715,6147,4
race,Caucasian,0.5056179775280899,0.9186542187775233,0.0016845329249617152,0.9808836023789295,0.9173632085411252,52.47727272727273,28474,0
race,Caucasian,0.46153846153846156,0.9162692103868575,0.0016168148746968471,0.9850374064837906,0.9150195539583553,56.42857142857143,28383,1
race,Caucasian,0.5408163265306123,0.9198347982632638,0.0017239397770371222,0.9771944922547332,0.9185281598480318,50.46666666666667,28427,2
race,Caucasian,0.5,0.9149816176470589,0.002197378565921357,0.9768480909829407,0.9133159636645307,42.19298245614035,28402,3
race,Caucasian,0.5053763440860215,0.9183745583038869,0.0017667844522968198,0.9800593975392448,0.9170218011481703,50.21739130434783,28393,4
race,Other,0.0,0.9689922480620154,0.0,1.0,0.9689922480620154,inf,774,0
race,Other,0.0,0.9790301441677588,0.001336898395721925,1.0,0.9777486910994765,16.0,764,1
race,Other,0.0,0.9759036144578314,0.0,1.0,0.9759036144578314,inf,747,2
race,Other,0.0,0.9750312109862672,0.0012787723785166241,1.0,0.9738154613466334,20.0,802,3
race,Other,0.0,0.9667994687915007,0.0,1.0,0.9667994687915007,inf,753,4
sex,female,0.5416666666666666,0.9272372456091441,0.0011012113324657122,0.9836683417085427,0.92637923041261,71.18181818181819,10785,0
sex,female,0.5,0.9277208529493215,0.000894721145243066,0.9886363636363636,0.9270113353607963,87.0,10851,1
sex,female,0.5555555555555556,0.9245212864844766,0.0012050612572805785,0.9818621523579202,0.9235975892443208,67.66666666666667,10785,2
sex,female,0.3333333333333333,0.9243233117917018,0.0018205724688985536,0.988984088127295,0.9228325859491778,44.888888888888886,10704,3
sex,female,0.36,0.9254985228951256,0.0015934667861766756,0.9889705882352942,0.9241963710048816,50.4375,10857,4
sex,male,0.4772727272727273,0.9178575815896155,0.002047994301233249,0.9794921875,0.916275653841446,43.608695652173914,24509,0
sex,male,0.5063291139240507,0.91433731478061,0.0017477033385615056,0.9811941701927598,0.9130185745847312,53.51282051282051,24442,1
sex,male,0.5294117647058824,0.9177824182123409,0.0017813404586951682,0.9780808572820263,0.9164354496490942,50.2,24508,2
sex,male,0.5315315315315315,0.9140044121251736,0.002318840579710145,0.972735674676525,0.91227784781813,40.48076923076923,24589,3
sex,male,0.5268817204301075,0.9166906297498254,0.001967887651504987,0.9764082811747713,0.9152070715338025,46.09090909090909,24436,4
