Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5584415584415585,0
race,African-American,0.6252448100274187,0
race,Other,0.55,0
race,Hispanic,0.43529411764705883,0
sex,male,0.6042474226804124,0
sex,female,0.606896551724138,0
race,Hispanic,0.7083333333333334,1
race,Other,0.46874999999999994,1
race,African-American,0.6272887323943661,1
race,Caucasian,0.6219827586206897,1
sex,male,0.6215015920898274,1
sex,female,0.619047619047619,1
race,African-American,0.6091954022988506,2
race,Hispanic,0.8985507246376812,2
race,Other,0.6578947368421052,2
race,Caucasian,0.5953716690042076,2
sex,male,0.6127798127798129,2
sex,female,0.7523809523809524,2
race,African-American,0.6634065934065934,3
race,Other,0.8571428571428572,3
race,Caucasian,0.63000852514919,3
race,Hispanic,0.7176470588235294,3
sex,male,0.6504027261462206,3
sex,female,0.7948717948717949,3
race,Hispanic,0.5263157894736843,4
race,African-American,0.5769691386457853,4
race,Caucasian,0.7450757575757575,4
race,Other,0.8714285714285714,4
sex,male,0.6349300050598751,4
sex,female,0.7083333333333334,4
