Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5442176870748299,0
race,African-American,0.5144437916177046,0
race,Other,0.41875000000000007,0
race,Hispanic,0.3941176470588236,0
sex,male,0.5249278350515464,0
sex,female,0.5839080459770115,0
race,Hispanic,0.6339285714285714,1
race,Other,0.375,1
race,African-American,0.5886443661971832,1
race,Caucasian,0.5844827586206897,1
sex,male,0.565883190883191,1
sex,female,0.6858974358974359,1
race,African-American,0.5273467432950192,2
race,Hispanic,0.391304347826087,2
race,Other,0.6228070175438597,2
race,Caucasian,0.5550490883590462,2
sex,male,0.5326414326414326,2
sex,female,0.6777777777777778,2
race,African-American,0.5365384615384615,3
race,Other,0.6428571428571428,3
race,Caucasian,0.5485933503836317,3
race,Hispanic,0.49411764705882355,3
sex,male,0.5591439487814952,3
sex,female,0.5081585081585082,3
race,Hispanic,0.3834586466165414,4
race,African-American,0.5664670658682635,4
race,Caucasian,0.5428030303030302,4
race,Other,0.7857142857142857,4
sex,male,0.5452015516950582,4
sex,female,0.6414473684210527,4
