Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.5567408781694496,0
race,African-American,0.4972091656874265,0
race,Other,0.3062500000000001,0
race,Hispanic,0.41764705882352937,0
sex,male,0.5022061855670104,0
sex,female,0.5977011494252874,0
race,Hispanic,0.5595238095238095,1
race,Other,0.5208333333333334,1
race,African-American,0.5518926056338028,1
race,Caucasian,0.533405172413793,1
sex,male,0.527861571979219,1
sex,female,0.6767399267399268,1
race,African-American,0.578448275862069,2
race,Hispanic,0.753623188405797,2
race,Other,0.7017543859649124,2
race,Caucasian,0.5275245441795231,2
sex,male,0.5714896214896215,2
sex,female,0.6571428571428571,2
race,African-American,0.5386263736263736,3
race,Other,0.5952380952380952,3
race,Caucasian,0.5726768968456948,3
race,Hispanic,0.4,3
sex,male,0.5297655927302767,3
sex,female,0.6526806526806527,3
race,Hispanic,0.6691729323308271,4
race,African-American,0.5135421464762783,4
race,Caucasian,0.4981060606060606,4
race,Other,0.8214285714285714,4
sex,male,0.546972508011469,4
sex,female,0.3388157894736843,4
