Attribute,Attribute Value,AUC,fold_num
race,Other,0.1538461538461538,1
race,Caucasian,0.7598870056497176,1
race,African-American,0.6772167487684729,1
race,Hispanic,0.87,1
sex,male,0.7088987764182425,1
sex,female,0.7346938775510203,1
race,African-American,0.7163598651801918,2
race,Other,0.8676470588235294,2
race,Caucasian,0.7411477411477412,2
race,Hispanic,0.7499999999999999,2
sex,male,0.7292038027332145,2
sex,female,0.734375,2
race,Caucasian,0.7788461538461539,4
race,African-American,0.7077335118848342,4
race,Hispanic,0.9807692307692308,4
race,Other,0.9615384615384616,4
sex,male,0.7543664065403196,4
sex,female,0.7499999999999999,4
