Score,train_auc_mean,train_auc_std,test_auc_mean,test_auc_std,heldout_test_auc,heldout_test_acc
Adaboost,0.6987963456735136,0.007712314723631873,0.6512013883854905,0.028621165311609117,0.6881929046563193,0.6702412868632708
