Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.7288135593220338,0.1391304347826087,0.6055045871559633,0.6339285714285714,4.125,224,0
race,African-American,0.6785714285714286,0.15254237288135594,0.6637168141592921,0.5974025974025974,4.166666666666667,231,1
race,African-American,0.6086956521739131,0.16822429906542055,0.75,0.5342465753424658,4.666666666666667,219,2
race,African-American,0.5932203389830508,0.20168067226890757,0.6846846846846847,0.5652173913043478,3.1666666666666665,230,3
race,African-American,0.7115384615384616,0.14018691588785046,0.672566371681416,0.5863636363636363,5.066666666666666,220,4
race,Asian,,,1.0,0.0,inf,1,0
race,Asian,,0.0,1.0,0.5,inf,2,1
race,Asian,,,1.0,0.0,inf,1,3
race,Asian,,0.0,,1.0,,1,4
race,Caucasian,0.8333333333333334,0.029850746268656716,0.8113207547169812,0.625,21.5,120,0
race,Caucasian,0.5555555555555556,0.05970149253731343,0.8913043478260869,0.6017699115044248,10.25,113,1
race,Caucasian,0.7692307692307693,0.0410958904109589,0.7959183673469388,0.6557377049180327,13.0,122,2
race,Caucasian,0.6666666666666666,0.04,0.8636363636363636,0.6554621848739496,12.666666666666666,119,3
race,Caucasian,0.6363636363636364,0.05405405405405406,0.8679245283018868,0.6062992125984252,11.5,127,4
race,Hispanic,1.0,0.0,0.8181818181818182,0.7272727272727273,inf,33,0
race,Hispanic,0.5,0.045454545454545456,0.8,0.8148148148148148,4.0,27,1
race,Hispanic,0.5,0.058823529411764705,0.8888888888888888,0.6538461538461539,8.0,26,2
race,Hispanic,1.0,0.0,0.8571428571428571,0.6666666666666666,inf,18,3
race,Hispanic,0.3333333333333333,0.16666666666666666,0.9090909090909091,0.4782608695652174,5.0,23,4
race,Native American,,0.0,,1.0,,1,0
race,Native American,0.0,0.5,,0.5,0.0,2,1
race,Native American,0.0,1.0,,0.0,0.0,1,4
race,Other,1.0,0.0,0.8571428571428571,0.5,inf,12,0
race,Other,0.0,0.08333333333333333,1.0,0.6875,4.0,16,1
race,Other,1.0,0.0,0.9,0.625,inf,24,2
race,Other,0.5,0.0625,0.8571428571428571,0.6956521739130435,6.0,23,3
race,Other,1.0,0.0,0.9166666666666666,0.3888888888888889,inf,18,4
sex,female,0.765625,0.08379888268156424,0.69375,0.6283185840707964,7.4,339,0
sex,female,0.6461538461538462,0.12234042553191489,0.7218543046357616,0.6106194690265486,4.739130434782608,339,1
sex,female,0.6545454545454545,0.10614525139664804,0.7763975155279503,0.5764705882352941,6.578947368421052,340,2
sex,female,0.6,0.1326530612244898,0.7467532467532467,0.5971428571428572,4.423076923076923,350,3
sex,female,0.6949152542372882,0.11180124223602485,0.764367816091954,0.5492537313432836,7.388888888888889,335,4
sex,male,0.7,0.0967741935483871,0.6666666666666666,0.6730769230769231,4.666666666666667,52,0
sex,male,0.5,0.058823529411764705,0.8888888888888888,0.6538461538461539,8.0,52,1
sex,male,0.5714285714285714,0.09375,0.7894736842105263,0.6470588235294118,5.0,51,2
sex,male,0.6666666666666666,0.08,0.75,0.6585365853658537,6.0,41,3
sex,male,0.5555555555555556,0.1,0.6666666666666666,0.7454545454545455,2.5,55,4
