Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.14691780821917808,0.9902912621359223,0.9606633243347474,0.002325581395348837,0.1756533245120741,0.0004014452027298274,6046,0
race,African-American,0.1523583305055989,0.9920634920634921,0.9523446435379337,0.0022222222222222222,0.1867881548974943,0.00040032025620496394,6146,1
race,African-American,0.15534312051894844,0.9731800766283525,0.9511726259131104,0.007633587786259542,0.19022716130086614,0.0014147130153597412,6119,2
race,African-American,0.1574614065180103,0.9845559845559846,0.9506483452680472,0.004338394793926247,0.1926424700279192,0.0008143322475570033,6089,3
race,African-American,0.15810008481764207,0.9761904761904762,0.9527740449222499,0.006396588486140725,0.19163819749471286,0.0012089462018940156,6147,4
race,Caucasian,0.14995459361283486,0.9809384164222874,0.9179879045439686,0.009745127436281859,0.20966495750509237,0.0017360338304028488,28474,0
race,Caucasian,0.15467004491535183,0.974293059125964,0.906396641145962,0.014673514306676448,0.22206954867350173,0.0027247956403269754,28383,1
race,Caucasian,0.15015581117993307,0.9761709120788825,0.9028856372108232,0.01464276697803585,0.22088155626692932,0.0026256224535989134,28427,2
race,Caucasian,0.15115427602420317,0.9824847250509166,0.9012972132422147,0.010844892812105928,0.2230124639109922,0.001952326901248581,28402,3
race,Caucasian,0.15134343317528237,0.982463295269168,0.9013675073698002,0.010833963214915596,0.2231183742471736,0.0019532137179196,28393,4
race,Other,0.05555555555555555,1.0,0.9020408163265307,0.0,0.1434108527131783,0.0,774,0
race,Other,0.07007299270072993,1.0,0.8896648044692738,0.0,0.1662303664921466,0.0,764,1
race,Other,0.05052005943536404,1.0,0.8962131837307152,0.0,0.14457831325301204,0.0,747,2
race,Other,0.04722222222222222,1.0,0.8932291666666666,0.0,0.14463840399002495,0.0,802,3
race,Other,0.06784660766961652,0.9866666666666667,0.8951841359773371,0.02127659574468085,0.1593625498007968,0.0015822784810126582,753,4
sex,female,0.1285799522673031,0.9835390946502057,0.924367088607595,0.009195402298850575,0.18636995827538247,0.0013693940431359123,10785,0
sex,female,0.1317112406997788,0.9734806629834254,0.9074288116002942,0.017991004497751123,0.20191687402082759,0.002779064381658175,10851,1
sex,female,0.13036404311572097,0.9779179810725552,0.9019194262813752,0.016116653875671526,0.20509967547519703,0.0024555659494855005,10785,2
sex,female,0.12742495405350215,0.9846153846153847,0.9051048506672316,0.011093502377179081,0.20029895366218237,0.0016381933068102036,10704,3
sex,female,0.137429264349232,0.9791883454734651,0.9007069747810489,0.014492753623188406,0.21193699917104172,0.0023430178069353325,10857,4
sex,male,0.15566902330452997,0.9818181818181818,0.9251183474393918,0.008064516129032258,0.2094332694112367,0.001498940404197033,24509,0
sex,male,0.1615818710872057,0.9784090909090909,0.9169680312454795,0.010261949770456387,0.22039931265853857,0.001998212125992533,24442,1
sex,male,0.15711767298369325,0.9757975797579758,0.9151155557682186,0.012191742865059573,0.21784723355638974,0.002300653594771242,24508,2
sex,male,0.15971457516627757,0.9825026511134677,0.9114667940754897,0.009018857611369226,0.2228232136321119,0.0017298317345494575,24589,3
sex,male,0.15668936245468212,0.9834983498349835,0.9142939315501869,0.008393956351426972,0.21820265182517598,0.0015728216420257944,24436,4
