Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6570208728652752,0
race,Hispanic,0.8260869565217391,0
race,Caucasian,0.6316964285714286,0
race,Other,1.0,0
sex,male,0.6636310223266745,0
sex,female,0.7446808510638299,0
race,Other,1.0,1
race,Caucasian,0.5495726495726496,1
race,African-American,0.5311355311355311,1
race,Hispanic,0.5,1
sex,male,0.5497435897435897,1
sex,female,0.5957446808510639,1
race,African-American,0.6434517766497463,2
race,Other,0.6833333333333333,2
race,Caucasian,0.5288043478260869,2
race,Hispanic,0.7708333333333333,2
sex,male,0.595065996228787,2
sex,female,0.7531914893617022,2
race,African-American,0.6377928949357521,3
race,Caucasian,0.5047169811320755,3
race,Hispanic,0.75,3
race,Other,0.90625,3
sex,male,0.6231944444444444,3
sex,female,0.6346153846153846,3
