Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7080884246564967,0
race,Caucasian,0.764441421877613,0
race,Other,0.5024875621890547,0
sex,male,0.7535256542541202,0
sex,female,0.7144775794720465,0
race,African-American,0.7293350932189407,1
race,Caucasian,0.7279411779419884,1
race,Other,0.990372272143774,1
sex,male,0.73132965958537,1
sex,female,0.7303790032974221,1
race,Caucasian,0.7289304017289069,2
race,African-American,0.7791909484538062,2
race,Other,0.5241864555848724,2
sex,male,0.7283927361929423,2
sex,female,0.7155487247554027,2
race,Caucasian,0.7160519609231205,3
race,African-American,0.634218707960898,3
race,Other,0.989851150202977,3
sex,male,0.6958514313243649,3
sex,female,0.7201473608346249,3
race,Caucasian,0.7448522582901009,4
race,Other,0.75,4
race,African-American,0.7091655689115758,4
sex,female,0.7710426783713111,4
sex,male,0.7245155847413184,4
