Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.788787483702738,0
race,African-American,0.5149036306588973,0
race,Other,0.625,0
race,Hispanic,0.4523809523809524,0
sex,male,0.6154761904761904,0
sex,female,0.5813008130081301,0
race,Hispanic,0.5740740740740741,1
race,Other,0.9027777777777778,1
race,African-American,0.6193270735524257,1
race,Caucasian,0.7509276437847866,1
sex,male,0.7035269010445917,1
sex,female,0.5272108843537415,1
race,Hispanic,1.0,4
race,African-American,0.5879629629629629,4
race,Caucasian,0.5972222222222222,4
race,Other,0.3676470588235294,4
sex,male,0.6049218749999998,4
sex,female,0.5967261904761905,4
