Attribute,Attribute Value,AUC,fold_num
race,Caucasian,0.735006518904824,0
race,African-American,0.5135589421783954,0
race,Other,0.85,0
race,Hispanic,0.7380952380952381,0
sex,male,0.6148809523809524,0
sex,female,0.4959349593495935,0
race,Hispanic,0.7638888888888888,1
race,Other,0.6527777777777778,1
race,African-American,0.6368022952529995,1
race,Caucasian,0.7713358070500927,1
sex,male,0.7105470066269798,1
sex,female,0.46768707482993194,1
race,Hispanic,1.0,4
race,African-American,0.5856481481481481,4
race,Caucasian,0.7211538461538463,4
race,Other,0.3088235294117647,4
sex,male,0.59375,4
sex,female,0.7574404761904762,4
