Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6823195640546638,0
race,Caucasian,0.6815680552611645,0
race,Other,0.8325112249415039,0
sex,male,0.6773572836543573,0
sex,female,0.7001413387838528,0
race,Caucasian,0.6901603749166765,1
race,Other,0.8209047619047619,1
race,African-American,0.7499409004080648,1
sex,male,0.6991196268458006,1
sex,female,0.7052960737066731,1
race,African-American,0.7088088732337643,2
race,Caucasian,0.6963820219077261,2
race,Other,0.7417582417582417,2
sex,male,0.6932614764498407,2
sex,female,0.7156232793679355,2
race,Caucasian,0.6966668624794197,3
race,African-American,0.7253998382459358,3
race,Other,0.6906895920980428,3
sex,male,0.6969564504270742,3
sex,female,0.7146506847088904,3
race,Caucasian,0.701076875858324,4
race,Other,0.6950050881953866,4
race,African-American,0.6954887133998708,4
sex,female,0.7209028413799679,4
sex,male,0.6938795736925729,4
