Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8671399344861912,1
race,Caucasian,0.8557042647414743,1
race,Other,0.9691748929037065,1
sex,male,0.8577176684875778,1
sex,female,0.8586691620044544,1
race,Caucasian,0.8487083809421547,2
race,Other,0.9728835978835979,2
race,African-American,0.8605682701506816,2
sex,male,0.8530270906565012,2
sex,female,0.8447102515591058,2
race,African-American,0.8586504825212853,3
race,Caucasian,0.8603962095847257,3
race,Other,0.9577131258457374,3
sex,male,0.8577755383199739,3
sex,female,0.8723212602665948,3
race,Caucasian,0.8618098159509202,4
race,African-American,0.8341831720117825,4
race,Other,0.8887484197218711,4
sex,male,0.8515388366099645,4
sex,female,0.8717104057018373,4
race,Caucasian,0.8580026981635505,5
race,Other,0.9612455197132617,5
race,African-American,0.8574459617100116,5
sex,female,0.8893050634243644,5
sex,male,0.8507537408786937,5
