Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.7037037037037037,0.16842105263157894,0.6885245901639344,0.5391705069124424,5.25,217,0
race,African-American,0.5949367088607594,0.5663716814159292,0.2033898305084746,0.6190476190476191,0.375,231,1
race,African-American,0.6,0.49019607843137253,0.34782608695652173,0.5852534562211982,0.8,217,2
race,African-American,0.5481481481481482,0.4959349593495935,0.28846153846153844,0.5991189427312775,0.4918032786885246,227,3
race,African-American,0.5254237288135594,0.21052631578947367,0.6868686868686869,0.5862068965517241,2.4285714285714284,232,4
race,Caucasian,0.5384615384615384,0.07792207792207792,0.8703703703703703,0.5954198473282443,7.833333333333333,131,0
race,Caucasian,0.52,0.39344262295081966,0.4583333333333333,0.5779816513761468,0.9166666666666666,109,1
race,Caucasian,0.5333333333333333,0.2876712328767123,0.52,0.6178861788617886,1.2380952380952381,123,2
race,Caucasian,0.33962264150943394,0.4268292682926829,0.5813953488372093,0.52,0.7142857142857143,125,3
race,Caucasian,0.7272727272727273,0.09523809523809523,0.68,0.6460176991150443,5.666666666666667,113,4
race,Hispanic,0.5,0.14285714285714285,0.75,0.6363636363636364,3.0,22,0
race,Hispanic,0.5833333333333334,0.2777777777777778,0.46153846153846156,0.6451612903225806,1.2,31,1
race,Hispanic,0.25,0.2857142857142857,0.6,0.6538461538461539,0.5,26,2
race,Hispanic,0.375,0.3125,0.5,0.6363636363636364,0.6,22,3
race,Hispanic,1.0,0.0,0.9090909090909091,0.6153846153846154,inf,26,4
race,Other,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.6190476190476191,3.0,21,0
race,Other,0.6666666666666666,0.3333333333333333,0.45454545454545453,0.6,1.6666666666666667,20,1
race,Other,0.4166666666666667,0.4375,0.4444444444444444,0.56,0.5714285714285714,25,2
race,Other,0.3333333333333333,0.4444444444444444,0.75,0.4117647058823529,1.5,17,3
race,Other,0.6,0.18181818181818182,0.625,0.631578947368421,2.5,19,4
sex,female,0.6666666666666666,0.08,0.7894736842105263,0.6136363636363636,7.5,44,0
sex,female,0.43333333333333335,0.4857142857142857,0.35,0.5636363636363636,0.4117647058823529,55,1
sex,female,0.5294117647058824,0.21621621621621623,0.4,0.7307692307692307,0.75,52,2
sex,female,0.42105263157894735,0.3142857142857143,0.4666666666666667,0.64,0.6363636363636364,50,3
sex,female,0.75,0.13333333333333333,0.4,0.76,2.0,50,4
sex,male,0.6470588235294118,0.13714285714285715,0.7441860465116279,0.5619596541786743,5.333333333333333,347,0
sex,male,0.6030150753768844,0.4759036144578313,0.29411764705882354,0.6160714285714286,0.6329113924050633,336,1
sex,male,0.5606936416184971,0.4342857142857143,0.40853658536585363,0.5781710914454278,0.881578947368421,339,2
sex,male,0.48633879781420764,0.48205128205128206,0.3904109589041096,0.5571847507331378,0.6063829787234043,341,3
sex,male,0.5492957746478874,0.16666666666666666,0.7364864864864865,0.5852941176470589,3.40625,340,4
