Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5667058823529413,0
race,Hispanic,0.873015873015873,0
race,Caucasian,0.5084134615384616,0
race,Other,0.7105263157894738,0
sex,male,0.5914031620553359,0
sex,female,0.5203349282296651,0
race,Other,0.6060606060606061,1
race,Caucasian,0.6623989218328841,1
race,African-American,0.6527093596059113,1
race,Hispanic,0.5380434782608696,1
sex,male,0.6443706850770048,1
sex,female,0.7253968253968254,1
race,African-American,0.5829518812102266,2
race,Other,0.6833333333333333,2
race,Caucasian,0.6977358490566038,2
race,Hispanic,0.6538461538461539,2
sex,male,0.6161146436367088,2
sex,female,0.7010869565217391,2
race,African-American,0.5950357021421285,3
race,Caucasian,0.6974232663887836,3
race,Hispanic,0.6153846153846154,3
race,Other,0.5069444444444444,3
sex,male,0.5981659583985686,3
sex,female,0.907051282051282,3
race,Caucasian,0.6873417721518987,4
race,African-American,0.5852685050798259,4
race,Hispanic,0.9814814814814815,4
race,Other,0.8608695652173913,4
sex,male,0.6606463878326997,4
sex,female,0.5535714285714286,4
