Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5780833043276482,0
race,Hispanic,0.6507936507936507,0
race,Caucasian,0.5759615384615384,0
race,Other,0.475,0
sex,male,0.5673309178743962,0
sex,female,0.6949760765550239,0
race,Other,0.45,1
race,Caucasian,0.5945887445887446,1
race,African-American,0.5988901220865706,1
race,Hispanic,0.6739130434782609,1
sex,male,0.5928807284370622,1
sex,female,0.6761904761904761,1
race,African-American,0.6901744186046511,2
race,Other,0.625,2
race,Caucasian,0.7414330218068537,2
race,Hispanic,0.8397435897435899,2
sex,male,0.6951812555260832,2
sex,female,0.891304347826087,2
race,African-American,0.6306896551724137,3
race,Caucasian,0.7589285714285714,3
race,Hispanic,0.5961538461538461,3
race,Other,0.625,3
sex,male,0.6637417594907934,3
sex,female,0.8076923076923077,3
race,Caucasian,0.767094017094017,4
race,African-American,0.6259983186212694,4
race,Hispanic,0.8148148148148149,4
race,Other,0.7913043478260869,4
sex,male,0.6868134769750739,4
sex,female,0.6532738095238095,4
