Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.02800179211469534,0.9993678887484198,0.7329391891891892,0.007936507936507936,0.28217002977174993,0.00023046784973496196,6046,0
race,African-American,0.028498511271799233,0.9979224376731302,0.7601930437676818,0.021897810218978103,0.25626423690205014,0.0006567425569176883,6146,1
race,African-American,0.03258036490008688,0.9966996699669967,0.7468142186452046,0.03225806451612903,0.27128615786893284,0.001122586439155815,6119,2
race,African-American,0.024765157984628524,0.998576512455516,0.7650309830849104,0.01694915254237288,0.24946625061586467,0.00043782837127845885,6089,3
race,African-American,0.024802000833680702,0.9992587101556709,0.7763398042143687,0.008333333333333333,0.23865300146412885,0.00021372088053002778,6147,4
race,Caucasian,0.03201970443349754,0.9972316865417377,0.6635413298846858,0.04081632653061224,0.3503898293179743,0.0014076119322180716,28474,0
race,Caucasian,0.0319713116824082,0.9979030754892824,0.6911149574498774,0.027649769585253458,0.3241024556953106,0.0009391631013252635,28383,1
race,Caucasian,0.031366075113495664,0.9983412584319363,0.6752985181988204,0.024077046548956663,0.33897351109860346,0.0007988922028121006,28427,2
race,Caucasian,0.03249810174639332,0.998496588412166,0.688831224997297,0.01984732824427481,0.3265967185409478,0.0006801653324962067,28402,3
race,Caucasian,0.03038926720195142,0.997934595524957,0.686899233178529,0.02922077922077922,0.32736942204064384,0.0009433962264150943,28393,4
race,Other,0.005836575875486381,1.0,0.6627756160830091,0.0,0.3397932816537468,0.0,774,0
race,Other,0.007590132827324478,1.0,0.6881578947368421,0.0,0.31544502617801046,0.0,764,1
race,Other,0.005813953488372093,0.9956709956709957,0.6904441453566622,0.25,0.3119143239625167,0.001949317738791423,747,2
race,Other,0.0018832391713747645,0.996309963099631,0.6625,0.5,0.33790523690773067,0.0018867924528301887,802,3
race,Other,0.017045454545454544,1.0,0.6975806451612904,0.0,0.3107569721115538,0.0,753,4
sex,female,0.03318135764944276,0.9961924541363794,0.7262176560121766,0.040293040293040296,0.2911451089476124,0.001440922190201729,10785,0
sex,female,0.030927835051546393,0.9967857142857143,0.7365241197016899,0.03488372093023256,0.2801585107363377,0.0011535503716995643,10851,1
sex,female,0.032893097433341636,0.9989126495106923,0.7379729986689485,0.011235955056179775,0.28001854427445527,0.00038649832517392423,10785,2
sex,female,0.030644548562745347,0.9975062344139651,0.7321855571496891,0.028112449799196786,0.28419282511210764,0.000914435009797518,10704,3
sex,female,0.0301666463933828,0.9981031866464339,0.751886080724255,0.019762845849802372,0.26517454177028643,0.0006271165182490907,10857,4
sex,male,0.02951002227171492,0.9980826842420611,0.6531895403064624,0.032454361054766734,0.35929658492798566,0.0010199528271817428,24509,0
sex,male,0.03074748188725923,0.9983924983255191,0.6882633428141208,0.02247191011235955,0.3262826282628263,0.0007292616226071103,24442,1
sex,male,0.03016142735768904,0.997758405977584,0.6660692702038095,0.03495145631067961,0.34719275338664923,0.0011263375258119017,24508,2
sex,male,0.030281731388742458,0.9988025545502927,0.688027261771184,0.017110266159695818,0.32632477937289034,0.0005436095675283885,24589,3
sex,male,0.0284812012155157,0.9981706520318829,0.6809639158035415,0.028455284552845527,0.3321738418726469,0.0008586323213738117,24436,4
