Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6601069244395285,0
race,Caucasian,0.7264956279478292,0
race,Other,0.16494178525226388,0
sex,male,0.70790119789474,0
sex,female,0.7183639823602858,0
race,Caucasian,0.7305193416663944,1
race,Other,0.5904511607533947,1
race,African-American,0.6958219596888446,1
sex,male,0.7221640174949615,1
sex,female,0.7222455786908581,1
race,African-American,0.6538418817659071,2
race,Caucasian,0.7222794852639148,2
race,Other,0.8452060931899642,2
sex,male,0.7022781536332534,2
sex,female,0.7301139035924098,2
race,Caucasian,0.7108488759744698,4
race,Other,0.7341696535244921,4
race,African-American,0.7198727977688593,4
sex,female,0.6896869429617948,4
sex,male,0.7170834741307982,4
