Attribute,Attribute Value,PPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.336,0.5286624203821656,0.373134328358209,0.5178571428571429,0.30120481927710846,224,0
race,African-American,0.312,0.5,0.3389830508474576,0.5411255411255411,0.23255813953488372,231,1
race,African-American,0.37593984962406013,0.5533333333333333,0.2753623188405797,0.5342465753424658,0.2289156626506024,219,2
race,African-American,0.31007751937984496,0.5493827160493827,0.4117647058823529,0.49130434782608695,0.3146067415730337,230,3
race,African-American,0.3709677419354839,0.5064935064935064,0.30303030303030304,0.5545454545454546,0.2564102564102564,220,4
race,Caucasian,0.3548387096774194,0.45454545454545453,0.3125,0.5833333333333334,0.25,120,0
race,Caucasian,0.38,0.38271604938271603,0.40625,0.6106194690265486,0.41935483870967744,113,1
race,Caucasian,0.32,0.3617021276595745,0.42857142857142855,0.6229508196721312,0.35294117647058826,122,2
race,Caucasian,0.32653061224489793,0.35106382978723405,0.36,0.6470588235294118,0.2727272727272727,119,3
race,Caucasian,0.2857142857142857,0.47368421052631576,0.4375,0.5354330708661418,0.3111111111111111,127,4
race,Hispanic,0.2727272727272727,0.2962962962962963,0.5,0.6666666666666666,0.375,33,0
race,Hispanic,0.18181818181818182,0.36,0.0,0.6666666666666666,0.0,27,1
race,Hispanic,0.35714285714285715,0.47368421052631576,0.2857142857142857,0.5769230769230769,0.2222222222222222,26,2
race,Hispanic,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.1,18,3
race,Hispanic,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.5217391304347826,0.375,23,4
race,Other,0.5555555555555556,0.4444444444444444,0.0,0.7142857142857143,0.0,14,0
race,Other,0.16666666666666666,0.2777777777777778,0.5,0.7,0.2,20,1
race,Other,0.3076923076923077,0.47368421052631576,0.2,0.5833333333333334,0.1111111111111111,24,2
race,Other,0.14285714285714285,0.3157894736842105,0.8,0.5833333333333334,0.6666666666666666,24,3
race,Other,0.8,0.2,0.2,0.8,1.0,20,4
sex,female,0.2692307692307692,0.4634146341463415,0.36363636363636365,0.5576923076923077,0.21052631578947367,52,0
sex,female,0.3333333333333333,0.35,0.4166666666666667,0.6346153846153846,0.35714285714285715,52,1
sex,female,0.38461538461538464,0.43243243243243246,0.2857142857142857,0.6078431372549019,0.25,51,2
sex,female,0.4,0.3870967741935484,0.2,0.6585365853658537,0.16666666666666666,41,3
sex,female,0.30434782608695654,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.25,55,4
sex,male,0.35911602209944754,0.48333333333333334,0.3434343434343434,0.5575221238938053,0.29310344827586204,339,0
sex,male,0.3157894736842105,0.45703125,0.3493975903614458,0.5693215339233039,0.24786324786324787,339,1
sex,male,0.3532608695652174,0.4857142857142857,0.3157894736842105,0.5617647058823529,0.25210084033613445,340,2
sex,male,0.288135593220339,0.4864864864864865,0.43956043956043955,0.5257142857142857,0.31746031746031744,350,3
sex,male,0.3776595744680851,0.5109170305676856,0.330188679245283,0.5462686567164179,0.29914529914529914,335,4
