Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7479717219323345,0
race,Caucasian,0.7641693753907991,0
race,Other,0.9961190168175938,0
sex,male,0.7661421998852935,0
sex,female,0.7584807396684776,0
race,Caucasian,0.7826907763550437,1
race,Other,0.9857643451598773,1
race,African-American,0.7819655158184834,1
sex,male,0.7873951148335085,1
sex,female,0.7796550413781456,1
race,African-American,0.7739350415958214,2
race,Caucasian,0.7657301575529741,2
race,Other,0.8230286738351255,2
sex,male,0.769441126766535,2
sex,female,0.7694738005856433,2
race,Caucasian,0.7825796731437278,4
race,Other,0.8417712066905616,4
race,African-American,0.7805795524114006,4
sex,female,0.7752815432481016,4
sex,male,0.7866085577702566,4
