Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7782624377810374,0
race,Caucasian,0.7991788185119458,0
race,Other,0.9922380336351876,0
sex,male,0.7935565509717015,0
sex,female,0.7957917202084593,0
race,Caucasian,0.7993864854109568,1
race,Other,0.9886114761279019,1
race,African-American,0.8047944991365825,1
sex,male,0.8075236936296121,1
sex,female,0.7802407291239414,1
race,African-American,0.786366083100505,2
race,Caucasian,0.7991126952023766,2
race,Other,0.9661738351254481,2
sex,male,0.7985151206036616,2
sex,female,0.7929013654016006,2
race,Caucasian,0.8118110068027037,4
race,Other,0.8636499402628435,4
race,African-American,0.8198122576695462,4
sex,female,0.7983966701180576,4
sex,male,0.816874739487329,4
