Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6036505255255256,0
race,Hispanic,0.4210526315789474,0
race,Caucasian,0.5159970238095238,0
race,Other,0.7,0
sex,male,0.5789718834688347,0
sex,female,0.5563063063063063,0
race,Other,0.7875000000000001,1
race,Caucasian,0.664889565879665,1
race,African-American,0.5523460107482431,1
race,Hispanic,0.5436507936507937,1
sex,male,0.6006302521008404,1
sex,female,0.6175166297117517,1
race,African-American,0.6123991935483871,2
race,Other,0.6666666666666666,2
race,Caucasian,0.6102150537634409,2
race,Hispanic,0.6583333333333333,2
sex,male,0.5971757322175733,2
sex,female,0.7649667405764967,2
race,African-American,0.6496870180531615,3
race,Caucasian,0.5875925925925927,3
race,Hispanic,0.8623188405797102,3
race,Other,0.6944444444444445,3
sex,male,0.6441230077170665,3
sex,female,0.6821428571428572,3
race,Caucasian,0.6237139917695473,4
race,African-American,0.5982373569582872,4
race,Hispanic,0.5833333333333333,4
race,Other,0.6904761904761905,4
sex,male,0.5909343715239155,4
sex,female,0.6939102564102564,4
