Attribute,Attribute Value,AUC,fold_num
race,African-American,0.5506756756756757,0
race,Hispanic,0.4210526315789474,0
race,Caucasian,0.44921875,0
race,Other,0.575,0
sex,male,0.5319486788617886,0
sex,female,0.45270270270270274,0
race,Other,0.6749999999999999,1
race,Caucasian,0.5496953541507997,1
race,African-American,0.5092496899545266,1
race,Hispanic,0.5238095238095238,1
sex,male,0.5219421101774043,1
sex,female,0.5953436807095344,1
race,African-American,0.532913306451613,2
race,Other,0.6785714285714285,2
race,Caucasian,0.5619694397283531,2
race,Hispanic,0.4083333333333333,2
sex,male,0.5435774058577406,2
sex,female,0.48226164079822614,2
race,African-American,0.5787898031388913,3
race,Caucasian,0.5762962962962963,3
race,Hispanic,0.8260869565217391,3
race,Other,0.6805555555555556,3
sex,male,0.6153100399426067,3
sex,female,0.5696428571428571,3
race,Caucasian,0.6093106995884774,4
race,African-American,0.6184477667035807,4
race,Hispanic,0.606060606060606,4
race,Other,0.8197278911564627,4
sex,male,0.6326705598813496,4
sex,female,0.6161858974358975,4
