Attribute,Attribute Value,Label,Expected Score,fold_num
race,Caucasian,0,0.032569357243930105,0
race,Caucasian,1,0.051528543989210626,0
race,African-American,0,0.05340909046467669,0
race,African-American,1,0.05770952511180755,0
race,Other,0,0.039526428730847385,0
race,Other,1,0.03458964061171485,0
race,Hispanic,0,0.03501231602129321,0
race,Hispanic,1,0.11524413980077093,0
sex,male,0,0.04558375589277239,0
sex,male,1,0.056351213284052494,0
sex,female,0,0.034436540503366204,0
sex,female,1,0.08216609525121243,0
race,Hispanic,0,0.03479861775912864,1
race,Hispanic,1,0.0617458735233433,1
race,Other,1,0.0704871771766331,1
race,Other,0,0.03677977195060222,1
race,African-American,0,0.04972357841611542,1
race,African-American,1,0.08628747605788774,1
race,Caucasian,0,0.0372014303935363,1
race,Caucasian,1,0.08031971949455693,1
sex,male,0,0.04618550760409544,1
sex,male,1,0.08680620942491975,1
sex,female,0,0.03371480758409166,1
sex,female,1,0.03731704432282185,1
race,African-American,0,0.05312494430835195,2
race,African-American,1,0.08057082888911923,2
race,Hispanic,0,0.03188084511626485,2
race,Hispanic,1,0.01435197848145859,2
race,Other,0,0.03423555011227659,2
race,Other,1,0.10736217308113898,2
race,Caucasian,0,0.03285515849198107,2
race,Caucasian,1,0.06418764914482908,2
sex,male,0,0.04644727623529256,2
sex,male,1,0.080287401647694,2
sex,female,1,0.04742663452031464,2
sex,female,0,0.026339968624581402,2
race,African-American,0,0.05433984607762518,3
race,African-American,1,0.07444609330826724,3
race,Other,1,0.03354431439553034,3
race,Other,0,0.03596774329127284,3
race,Caucasian,0,0.040122485270203415,3
race,Caucasian,1,0.07581501733924086,3
race,Hispanic,0,0.03462863217636631,3
race,Hispanic,1,0.031795213793811596,3
sex,male,0,0.04940120502570369,3
sex,male,1,0.07427810406778146,3
sex,female,0,0.03626770193047647,3
sex,female,1,0.03240778999278575,3
race,Hispanic,0,0.04390462689847456,4
race,Hispanic,1,0.09645020127232994,4
race,African-American,0,0.05912326185674064,4
race,African-American,1,0.06704756157537915,4
race,Caucasian,0,0.04775949974214095,4
race,Caucasian,1,0.05155482802301905,4
race,Other,1,0.04839975536490154,4
race,Other,0,0.043551374195191186,4
sex,male,0,0.05588748160483991,4
sex,male,1,0.06178216832244352,4
sex,female,1,0.07040909900827219,4
sex,female,0,0.04130212099189861,4
