Attribute,Attribute Value,AUC,fold_num
race,African-American,0.607860949612403,1
race,Hispanic,0.8260869565217391,1
race,Caucasian,0.5904631083202512,1
race,Other,0.6499999999999999,1
sex,male,0.6030961959566126,1
sex,female,0.6909090909090909,1
race,Other,0.787878787878788,2
race,Caucasian,0.49685534591194963,2
race,African-American,0.5983746792130026,2
race,Hispanic,0.4136363636363637,2
sex,male,0.5856513908345007,2
sex,female,0.47416020671834624,2
race,African-American,0.5667927989909414,3
race,Other,0.4928571428571429,3
race,Caucasian,0.586755233494364,3
race,Hispanic,0.6166666666666667,3
sex,male,0.5691414848909346,3
sex,female,0.6317460317460317,3
race,African-American,0.5786492374727669,4
race,Caucasian,0.5126164596273292,4
race,Hispanic,0.5705128205128205,4
race,Other,0.6333333333333333,4
sex,male,0.5516021639617145,4
sex,female,0.6468253968253969,4
race,Caucasian,0.6993312757201645,5
race,African-American,0.536723163841808,5
race,Hispanic,0.36538461538461536,5
race,Other,0.65625,5
sex,male,0.5873351454746804,5
sex,female,0.602787456445993,5
