Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7559175418613618,0
race,Caucasian,0.7595285442028904,0
race,Other,0.7082679225536368,0
sex,male,0.7640569913376499,0
sex,female,0.7426699484294421,0
race,Caucasian,0.7562501556551788,1
race,Other,0.7808135474860336,1
race,African-American,0.7867815690261363,1
sex,male,0.7695758584988952,1
sex,female,0.738349539110869,1
race,African-American,0.7766176669739892,2
race,Caucasian,0.7622768716972002,2
race,Other,0.7709553667189175,2
sex,male,0.7654774362348696,2
sex,female,0.7627098676929247,2
race,Caucasian,0.7686405132357487,3
race,African-American,0.7687247033673987,3
race,Other,0.7080652573529412,3
sex,male,0.7719202871347078,3
sex,female,0.757750714932874,3
race,Caucasian,0.7626080557418586,4
race,Other,0.7115906214212524,4
race,African-American,0.7556755549788561,4
sex,female,0.7405334883998331,4
sex,male,0.7699606661882382,4
