Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7412624776903829,0
race,Caucasian,0.7510937292468509,0
race,Other,0.7178963893249608,0
sex,male,0.7545716104863056,0
sex,female,0.7346060672195548,0
race,Caucasian,0.7504878890153861,1
race,Other,0.7950128026070764,1
race,African-American,0.7701628754183082,1
sex,male,0.7605403640896892,1
sex,female,0.7353146480243119,1
race,African-American,0.7653748222833513,2
race,Caucasian,0.7559240432440772,2
race,Other,0.7749360613810741,2
sex,male,0.7585770184382152,2
sex,female,0.7568295172676816,2
race,Caucasian,0.7594039561595478,3
race,African-American,0.7494497241168823,3
race,Other,0.7365962009803921,3
sex,male,0.7595754899235299,3
sex,female,0.7525553038636754,3
race,Caucasian,0.7555510816013756,4
race,Other,0.728979567235248,4
race,African-American,0.7487428474826865,4
sex,female,0.7319242009258112,4
sex,male,0.7632279449621696,4
