Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.500628971259306,0
race,African-American,1,0.5534318789215343,0
race,Hispanic,1,0.45294973711551484,0
race,Hispanic,0,0.46177137832989085,0
race,Caucasian,0,0.45254810252149297,0
race,Caucasian,1,0.4854554672157562,0
race,Other,1,0.4607903294888554,0
race,Other,0,0.5091415760321574,0
sex,male,0,0.4888076998112848,0
sex,male,1,0.5316060643753605,0
sex,female,0,0.43809171013257375,0
sex,female,1,0.4788907204251351,0
race,Other,0,0.44555582535307514,1
race,Other,1,0.5691378168707667,1
race,Caucasian,1,0.513889622551184,1
race,Caucasian,0,0.45580108376452416,1
race,African-American,1,0.5515067419303318,1
race,African-American,0,0.5017413433078789,1
race,Hispanic,1,0.48034956409431945,1
race,Hispanic,0,0.47159991805773543,1
sex,male,0,0.47919819026360133,1
sex,male,1,0.5395189704613581,1
sex,female,1,0.5209389858354012,1
sex,female,0,0.4877264001036441,1
race,African-American,1,0.5528560506302981,2
race,African-American,0,0.4982709790166448,2
race,Other,1,0.49728837742932014,2
race,Other,0,0.4824132203220646,2
race,Caucasian,1,0.4989593665588323,2
race,Caucasian,0,0.44510014256008734,2
race,Hispanic,0,0.41211411068684073,2
race,Hispanic,1,0.5072451272516594,2
sex,male,1,0.5305400531578386,2
sex,male,0,0.48130433247354043,2
sex,female,1,0.5372313813790958,2
sex,female,0,0.4367571156204901,2
race,African-American,1,0.5757860442561661,3
race,African-American,0,0.50376315527945,3
race,Caucasian,1,0.4823600565559971,3
race,Caucasian,0,0.4553292079229243,3
race,Hispanic,0,0.4528236528684369,3
race,Hispanic,1,0.586840423923587,3
race,Other,0,0.4927176518530899,3
race,Other,1,0.48738865767582673,3
sex,male,1,0.5477848795944362,3
sex,male,0,0.4874111635078302,3
sex,female,0,0.45060558662786826,3
sex,female,1,0.5112921378209069,3
race,Caucasian,1,0.5115621329374223,4
race,Caucasian,0,0.4281566109077128,4
race,African-American,1,0.5502131984258116,4
race,African-American,0,0.4949746250828757,4
race,Hispanic,1,0.4975253256056088,4
race,Hispanic,0,0.47464270871879743,4
race,Other,1,0.5117221621489525,4
race,Other,0,0.4386207273948576,4
sex,male,1,0.5358413556668251,4
sex,male,0,0.47658947311827327,4
sex,female,1,0.5366790682857588,4
sex,female,0,0.4374222705055296,4
