Attribute,Attribute Value,PPV,NPV,FPR,FNR,Accuracy,Treatment Equality,Individuals Evaluated On,fold_num
race,African-American,0.5,0.7706422018348624,0.005917159763313609,0.9803921568627451,0.7681818181818182,50.0,220,0
race,African-American,0.4444444444444444,0.7710280373831776,0.029411764705882353,0.9245283018867925,0.757847533632287,9.8,223,1
race,African-American,0.625,0.7897196261682243,0.01744186046511628,0.9,0.7837837837837838,15.0,222,2
race,African-American,0.0,0.7767857142857143,0.0,1.0,0.7767857142857143,inf,224,3
race,African-American,0.5,0.788546255506608,0.02185792349726776,0.9230769230769231,0.7787234042553192,12.0,235,4
race,Caucasian,0.0,0.8387096774193549,0.0,1.0,0.8387096774193549,inf,124,0
race,Caucasian,0.0,0.8253968253968254,0.009523809523809525,1.0,0.8188976377952756,22.0,127,1
race,Caucasian,1.0,0.823076923076923,0.0,0.9583333333333334,0.8244274809160306,inf,131,2
race,Caucasian,0.0,0.7666666666666667,0.0,1.0,0.7666666666666667,inf,120,3
race,Caucasian,1.0,0.8125,0.0,0.8571428571428571,0.8181818181818182,inf,99,4
race,Hispanic,0.0,0.875,0.0,1.0,0.875,inf,24,0
race,Hispanic,0.0,0.8518518518518519,0.0,1.0,0.8518518518518519,inf,27,1
race,Hispanic,0.0,0.6842105263157895,0.0,1.0,0.6842105263157895,inf,19,2
race,Hispanic,0.0,0.896551724137931,0.0,1.0,0.896551724137931,inf,29,3
race,Hispanic,0.0,0.9642857142857143,0.0,1.0,0.9642857142857143,inf,28,4
race,Other,0.0,0.8695652173913043,0.0,1.0,0.8695652173913043,inf,23,0
race,Other,0.0,0.6923076923076923,0.1,1.0,0.6428571428571429,4.0,14,1
race,Other,0.0,0.7894736842105263,0.0,1.0,0.7894736842105263,inf,19,2
race,Other,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,inf,18,3
race,Other,0.0,0.8148148148148148,0.043478260869565216,1.0,0.7857142857142857,5.0,28,4
sex,female,0.0,0.7755102040816326,0.0,1.0,0.7755102040816326,inf,49,0
sex,female,0.0,0.8571428571428571,0.06666666666666667,1.0,0.8076923076923077,2.3333333333333335,52,1
sex,female,0.6666666666666666,0.9183673469387755,0.021739130434782608,0.6666666666666666,0.9038461538461539,4.0,52,2
sex,female,0.0,0.9069767441860465,0.0,1.0,0.9069767441860465,inf,43,3
sex,female,0.0,0.8727272727272727,0.0,1.0,0.8727272727272727,inf,55,4
sex,male,0.5,0.8088235294117647,0.0036231884057971015,0.9848484848484849,0.8070175438596491,65.0,342,0
sex,male,0.5,0.7824773413897281,0.015209125475285171,0.9473684210526315,0.775811209439528,18.0,339,1
sex,male,0.6666666666666666,0.7777777777777778,0.007662835249042145,0.9487179487179487,0.775811209439528,37.0,339,2
sex,male,0.0,0.7614942528735632,0.0,1.0,0.7614942528735632,inf,348,3
sex,male,0.5833333333333334,0.7987616099071208,0.019011406844106463,0.9027777777777778,0.7910447761194029,13.0,335,4
