Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7210715098918955,0
race,Caucasian,0.7329175506399849,0
race,Other,0.6750789322617681,0
sex,male,0.7340216637981863,0
sex,female,0.7236047848244206,0
race,Caucasian,0.7308937885462061,1
race,Other,0.757203495630462,1
race,African-American,0.737265632034166,1
sex,male,0.7388598716031545,1
sex,female,0.7195624824036123,1
race,African-American,0.7254625067052555,2
race,Caucasian,0.7369765266914433,2
race,Other,0.6794816526417436,2
sex,male,0.7368945780113642,2
sex,female,0.7322181025699083,2
race,Caucasian,0.740059252149423,3
race,African-American,0.7277836214969939,3
race,Other,0.6546259177838125,3
sex,male,0.7389316458901177,3
sex,female,0.7356962617435288,3
race,Caucasian,0.7389580621910523,4
race,Other,0.6792189385647328,4
race,African-American,0.7163327685902668,4
sex,female,0.7341548881233206,4
sex,male,0.7356457434696057,4
