Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7311475038682668,0
race,Caucasian,0.7394592906031132,0
race,Other,0.690477898966705,0
sex,male,0.7426509465356046,0
sex,female,0.7269288755531527,0
race,Caucasian,0.7376572206788385,1
race,Other,0.7652684144818975,1
race,African-American,0.7441346007253269,1
sex,male,0.7466060669373337,1
sex,female,0.7248014040716967,1
race,African-American,0.7355221366998914,2
race,Caucasian,0.742677368700908,2
race,Other,0.7136070492481721,2
sex,male,0.7439530273988333,2
sex,female,0.7375173954314675,2
race,Caucasian,0.7481750551604409,3
race,African-American,0.7406876160205942,3
race,Other,0.657327183642973,3
sex,male,0.7476917335416629,3
sex,female,0.7439034637125507,3
race,Caucasian,0.744243209070372,4
race,Other,0.684039179366282,4
race,African-American,0.7250176949268959,4
sex,female,0.7385733239372174,4
sex,male,0.7421041479537156,4
