Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8019237221303708,1
race,Caucasian,0.7822547356832534,1
race,Other,0.9350833333333334,1
sex,male,0.7905874766468824,1
sex,female,0.7709528360304627,1
race,Caucasian,0.7834754923591528,2
race,Other,0.8986446231754542,2
race,African-American,0.7954543853196528,2
sex,male,0.7835866118311903,2
sex,female,0.7739690804486871,2
race,African-American,0.8011791315692447,3
race,Caucasian,0.7792392945413654,3
race,Other,0.8991769547325104,3
sex,male,0.7813519292051014,3
sex,female,0.7976663306012278,3
race,Caucasian,0.7875425540847707,4
race,African-American,0.8000908559098767,4
race,Other,0.8678904428904428,4
sex,male,0.7933789559517475,4
sex,female,0.7713813944860877,4
race,Caucasian,0.7798987083127482,5
race,Other,0.892791551882461,5
race,African-American,0.7919682134241521,5
sex,female,0.7764155422321756,5
sex,male,0.7798293940087301,5
