Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6340052299510367,0
race,Caucasian,0.6572437499529554,0
race,Other,0.7639523498694517,0
sex,male,0.6464461128920383,0
sex,female,0.6675231886650052,0
race,Caucasian,0.6691346090640178,1
race,Other,0.6105980650835533,1
race,African-American,0.7034606037289695,1
sex,male,0.6642954910471732,1
sex,female,0.6779995711011817,1
race,African-American,0.6492661389283221,2
race,Caucasian,0.6614302631306448,2
race,Other,0.5277024992472148,2
sex,male,0.6357740561738372,2
sex,female,0.7035823667464279,2
race,Caucasian,0.6733641642042979,3
race,African-American,0.6965703289554492,3
race,Other,0.6562281070477791,3
sex,male,0.6669692543697153,3
sex,female,0.6934822487454066,3
race,Caucasian,0.6673129761600991,4
race,Other,0.6552087322864804,4
race,African-American,0.6353945045006244,4
sex,female,0.6763177651335547,4
sex,male,0.6556009125748679,4
