Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8288085899218532,0
race,Caucasian,0.8065503998451007,0
race,Other,0.9407777777777777,0
sex,male,0.8125773395724367,0
sex,female,0.7958235939573886,0
race,Caucasian,0.8094132300989473,1
race,Other,0.9529341674113793,1
race,African-American,0.820226202705921,1
sex,male,0.8136606528597679,1
sex,female,0.7969940217915341,1
race,African-American,0.8266900649479565,2
race,Caucasian,0.8070137130154862,2
race,Other,0.9055041152263374,2
sex,male,0.8037933947885598,2
sex,female,0.8252097226816777,2
race,Caucasian,0.8134969794202156,3
race,African-American,0.8216783216783217,3
race,Other,0.9199009324009324,3
sex,male,0.8150693988976183,3
sex,female,0.8031373738954966,3
race,Caucasian,0.8079419687414295,4
race,Other,0.9405927966534027,4
race,African-American,0.8194186249741805,4
sex,female,0.8082078482373649,4
sex,male,0.8108863798904133,4
