Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8212879118041096,0
race,Caucasian,0.803007420475881,0
race,Other,0.9562222222222222,0
sex,male,0.8087531127639925,0
sex,female,0.7786160638230765,0
race,Caucasian,0.8084809555011887,1
race,Other,0.9617217753946976,1
race,African-American,0.8186186021146259,1
sex,male,0.8117306612733909,1
sex,female,0.7928190185774435,1
race,African-American,0.8267484897472985,2
race,Caucasian,0.79585820569872,2
race,Other,0.9207561728395063,2
sex,male,0.7996182223079533,2
sex,female,0.8043633234035611,2
race,Caucasian,0.811989232949708,3
race,African-American,0.814616149466188,3
race,Other,0.9098484848484848,3
sex,male,0.8115767526886353,3
sex,female,0.8012669153463378,3
race,Caucasian,0.8020227661066525,4
race,Other,0.9647740026527905,4
race,African-American,0.8177516597056828,4
sex,female,0.802208000975114,4
sex,male,0.8050742257382033,4
