Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8278431403068225,0
race,Caucasian,0.8055359141068472,0
race,Other,0.9343888888888888,0
sex,male,0.8108664825997915,0
sex,female,0.7978743879051649,0
race,Caucasian,0.8088816200255478,1
race,Other,0.9432529043789097,1
race,African-American,0.8189546932270242,1
sex,male,0.8125973574488599,1
sex,female,0.7971897799955003,1
race,African-American,0.8236036189341729,2
race,Caucasian,0.8060297986591552,2
race,Other,0.9102109053497942,2
sex,male,0.8027975441840992,2
sex,female,0.8237354067837623,2
race,Caucasian,0.8126183465281583,3
race,African-American,0.8171225296962288,3
race,Other,0.9144813519813519,3
sex,male,0.8130018334648018,3
sex,female,0.8031118554584259,3
race,Caucasian,0.8071522985977571,4
race,Other,0.9316651362105907,4
race,African-American,0.8182905127349571,4
sex,female,0.8074826260810616,4
sex,male,0.809782193555076,4
