Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7319087803104828,1
race,Caucasian,0.748106964063757,1
race,Other,0.6991933385376008,1
sex,male,0.7441683941683988,1
sex,female,0.7476761291495062,1
race,Caucasian,0.7420972402783933,2
race,Other,0.7880500905071368,2
race,African-American,0.7369031810003366,2
sex,male,0.7477206532506675,2
sex,female,0.7257665158788837,2
race,African-American,0.7372301008963296,3
race,Caucasian,0.7452593523097166,3
race,Other,0.7334069020866774,3
sex,male,0.7453604403414475,3
sex,female,0.7414341703331714,3
race,Caucasian,0.7466238572201973,4
race,African-American,0.7272325622672342,4
race,Other,0.6739326475975764,4
sex,male,0.7468470770055252,4
sex,female,0.7322768055358837,4
race,Caucasian,0.7475306006262453,5
race,Other,0.6461593172119489,5
race,African-American,0.7286733537988885,5
sex,female,0.7493981621591879,5
sex,male,0.7408820975068549,5
