Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8711401399402736,0
race,Caucasian,0.8632237380495044,0
race,Other,0.9719687092568449,0
sex,male,0.8644148549502163,0
sex,female,0.8556905841654592,0
race,Caucasian,0.8514161752113559,1
race,Other,0.9848710317460317,1
race,African-American,0.8744573666586941,1
sex,male,0.860803645696948,1
sex,female,0.8337995468666058,1
race,African-American,0.8720977027820389,2
race,Caucasian,0.8672863579855173,2
race,Other,0.9588971583220568,2
sex,male,0.8628607959862438,2
sex,female,0.8870981553790225,2
race,Caucasian,0.8724304209786329,3
race,African-American,0.8389943674170374,3
race,Other,0.8946098149637972,3
sex,male,0.8632923916439833,3
sex,female,0.8596590118747537,3
race,Caucasian,0.8684970149421777,4
race,Other,0.9625896057347669,4
race,African-American,0.8724631167227063,4
sex,female,0.8899465741821991,4
sex,male,0.863380148558475,4
