Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8784337598675835,0
race,Caucasian,0.8734548386404826,0
race,Other,0.9715962004097598,0
sex,male,0.8727724061558115,0
sex,female,0.8737764883812489,0
race,Caucasian,0.865175732475577,1
race,Other,0.9785879629629629,1
race,African-American,0.8784830184166468,1
sex,male,0.8685131450607894,1
sex,female,0.8647067479503889,1
race,African-American,0.8700418807372957,2
race,Caucasian,0.8752626790922762,2
race,Other,0.976150202976996,2
sex,male,0.8683067025319775,2
sex,female,0.8947327319240609,2
race,Caucasian,0.8808322364372536,3
race,African-American,0.8478249302762789,3
race,Other,0.8954717848523159,3
sex,male,0.870193432927761,3
sex,female,0.8775820154197775,3
race,Caucasian,0.877311713862081,4
race,Other,0.972147550776583,4
race,African-American,0.8718184313456392,4
sex,female,0.9049699542422405,4
sex,male,0.8675221228296304,4
