Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8782746052966641,0
race,Caucasian,0.8747723678959762,0
race,Other,0.9582790091264667,0
sex,male,0.8744737869716321,0
sex,female,0.8721259461047883,0
race,Caucasian,0.8649349407705412,1
race,Other,0.9839616402116402,1
race,African-American,0.8767523469265726,1
sex,male,0.8674750057171354,1
sex,female,0.8666963305538037,1
race,African-American,0.8719272579209514,2
race,Caucasian,0.8772697526445061,2
race,Other,0.9725981055480378,2
sex,male,0.8700300347302159,2
sex,female,0.8969761680355459,2
race,Caucasian,0.8826399768035162,3
race,African-American,0.8485883071065727,3
race,Other,0.9026548672566372,3
sex,male,0.8726597961475909,3
sex,female,0.8740887903092976,3
race,Caucasian,0.87810705233787,4
race,Other,0.953405017921147,4
race,African-American,0.8704062307006107,4
sex,female,0.9047281347573536,4
sex,male,0.8676867279242224,4
