Attribute,Attribute Value,AUC,fold_num
race,African-American,0.6428334988414433,0
race,Hispanic,0.5157894736842106,0
race,Caucasian,0.5508998119795864,0
race,Other,0.4523809523809524,0
sex,male,0.6088477366255144,0
sex,female,0.5698529411764706,0
race,Other,0.8222222222222222,1
race,Caucasian,0.6400560224089635,1
race,African-American,0.6399286987522281,1
race,Hispanic,0.47058823529411764,1
sex,male,0.6455330383901812,1
sex,female,0.6354166666666666,1
race,African-American,0.6500811688311688,2
race,Other,0.5555555555555556,2
race,Caucasian,0.698909435751541,2
race,Hispanic,0.7555555555555555,2
sex,male,0.644587539157675,2
sex,female,0.846875,2
race,African-American,0.6785600255427842,3
race,Caucasian,0.6637566882568291,3
race,Hispanic,0.7857142857142857,3
race,Other,0.525,3
sex,male,0.6718084227910818,3
sex,female,0.6822660098522167,3
race,Caucasian,0.7406015037593984,4
race,African-American,0.6752936059156156,4
race,Hispanic,0.5333333333333333,4
race,Other,0.7192982456140351,4
sex,male,0.677835236658766,4
sex,female,0.7506887052341598,4
