Attribute,Attribute Value,Label,Expected Score,fold_num
race,African-American,0,0.5036084404174065,0
race,African-American,1,0.5181233987611348,0
race,Hispanic,0,0.4561731593508562,0
race,Caucasian,0,0.4327481206470228,0
race,Caucasian,1,0.4444625409927543,0
race,Other,0,0.44101357680205827,0
race,Other,1,0.5766900698833705,0
sex,male,0,0.48000174696475706,0
sex,male,1,0.4878319720645178,0
sex,female,0,0.4428240025485554,0
sex,female,1,0.5257565250315595,0
race,Other,0,0.475111791490653,1
race,Caucasian,0,0.4543481636843864,1
race,Caucasian,1,0.47840526519877435,1
race,African-American,0,0.5006711638430973,1
race,African-American,1,0.5537039629322134,1
race,Hispanic,0,0.4670030604057808,1
race,Hispanic,1,0.5033195621581729,1
sex,male,0,0.48300991942664134,1
sex,male,1,0.5371997858351548,1
sex,female,0,0.4747963430858599,1
sex,female,1,0.49546712106640445,1
race,African-American,0,0.5100169655106432,2
race,African-American,1,0.5364381940763754,2
race,Other,0,0.4640160061814166,2
race,Caucasian,0,0.4583210660427365,2
race,Caucasian,1,0.5639831296130631,2
race,Hispanic,0,0.4468539102321494,2
race,Hispanic,1,0.49312052288938585,2
sex,male,0,0.4889144299239662,2
sex,male,1,0.5399954133265435,2
sex,female,0,0.47261760758816157,2
sex,female,1,0.5698222022520266,2
race,African-American,0,0.500347942274709,3
race,African-American,1,0.5040843997193194,3
race,Caucasian,1,0.4763034985354991,3
race,Caucasian,0,0.4685940382296321,3
race,Hispanic,0,0.4657034034156123,3
race,Hispanic,1,0.5155416601332743,3
race,Other,0,0.47294384581318594,3
race,Other,1,0.46243132244655183,3
sex,male,0,0.490025663480733,3
sex,male,1,0.4887398644557358,3
sex,female,0,0.4637858755641848,3
sex,female,1,0.5235781409112729,3
race,Caucasian,1,0.4606227309456679,4
race,Caucasian,0,0.41952798538632813,4
race,African-American,0,0.49327657376798617,4
race,African-American,1,0.5042263070477797,4
race,Hispanic,0,0.4421442995265958,4
race,Hispanic,1,0.5753537037981231,4
race,Other,0,0.438564868097532,4
sex,male,1,0.5015306231051209,4
sex,male,0,0.4686481320210719,4
sex,female,1,0.3995053062545039,4
sex,female,0,0.4545488349833346,4
