Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7238176273324411,0
race,Caucasian,0.7509464926273223,0
race,Other,0.76275,0
sex,male,0.7461415433452707,0
sex,female,0.7494852377816603,0
race,Caucasian,0.7494905333962701,1
race,Other,0.8007185828877006,1
race,African-American,0.7685105143162034,1
sex,male,0.7569229988072013,1
sex,female,0.7429148453417764,1
race,African-American,0.7349274523426202,2
race,Caucasian,0.7555350698276382,2
race,Other,0.699626581313824,2
sex,male,0.749893313715161,2
sex,female,0.7602133920142955,2
race,Caucasian,0.7496437053702006,3
race,African-American,0.7290728146812409,3
race,Other,0.6487531969309464,3
sex,male,0.7489484768493047,3
sex,female,0.7394525704722855,3
race,Caucasian,0.7523574209086039,4
race,Other,0.5520604395604396,4
race,African-American,0.7354921673502324,4
sex,female,0.7539914170528286,4
sex,male,0.7463926886776455,4
