Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7629392535031052,0
race,Caucasian,0.7617678085359061,0
race,Other,0.7649869109947643,0
sex,male,0.7552932068761228,0
sex,female,0.7789084040162085,0
race,Caucasian,0.7672741789079185,1
race,Other,0.8858095238095238,1
race,African-American,0.8005912732448855,1
sex,male,0.7694737198242326,1
sex,female,0.7837774188736937,1
race,African-American,0.7921591023000174,2
race,Caucasian,0.7711730058821424,2
race,Other,0.7766621438263228,2
sex,male,0.766827693204848,2
sex,female,0.7940520017797137,2
race,Caucasian,0.7655150409936997,3
race,African-American,0.7587943674043969,3
race,Other,0.8210227272727273,3
sex,male,0.757565691711231,3
sex,female,0.7843443985049825,3
race,Caucasian,0.766787071465342,4
race,Other,0.7375030629747611,4
race,African-American,0.7862658109668809,4
sex,female,0.783873359074062,4
sex,male,0.7645010124471396,4
