Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8387487934362934,0
race,Caucasian,0.8272213624853225,0
race,Other,0.6599654128837008,0
sex,male,0.8324823258463256,0
sex,female,0.8211525917005369,0
race,Caucasian,0.8298946156353227,1
race,Other,0.9736842105263158,1
race,African-American,0.8698527634339245,1
sex,male,0.8506191649763544,1
sex,female,0.8078488280618252,1
race,African-American,0.8155145929339478,2
race,Caucasian,0.8261665065224977,2
race,Other,0.666386271870794,2
sex,male,0.828985274426724,2
sex,female,0.8131113560986588,2
race,Caucasian,0.8305537466810935,3
race,African-American,0.8312528918019013,3
race,Other,0.6415625,3
sex,male,0.8434311927388324,3
sex,female,0.8027392208720103,3
race,Caucasian,0.8284178807655964,4
race,Other,0.8500597371565114,4
race,African-American,0.8271431336762348,4
sex,female,0.8074516589310022,4
sex,male,0.837541237820497,4
