Attribute,Attribute Value,AUC,fold_num
race,African-American,0.7404976404976406,0
race,Caucasian,0.7505708410516502,0
race,Other,0.6874189364461738,0
sex,male,0.7530712706066139,0
sex,female,0.7489814536047412,0
race,Caucasian,0.8287200255329539,1
race,Other,0.9664473684210526,1
race,African-American,0.8693650521784235,1
sex,male,0.8510364950788258,1
sex,female,0.8028614406032358,1
race,African-American,0.8262813439778456,2
race,Caucasian,0.8241735371632614,2
race,Other,0.7187079407806191,2
sex,male,0.8317357934899297,2
sex,female,0.8091612879793013,2
race,Caucasian,0.7644338690627995,3
race,African-American,0.7262574193346939,3
race,Other,0.6540625,3
sex,male,0.7740430735605475,3
sex,female,0.7335989582433031,3
race,Caucasian,0.829518015465472,4
race,Other,0.8521505376344085,4
race,African-American,0.8367063492063492,4
sex,female,0.8040414311550717,4
sex,male,0.8422977207657978,4
