Attribute,Attribute Value,AUC,fold_num
race,African-American,0.8074042390110754,0
race,Caucasian,0.8089014639019325,0
race,Other,0.7267387218045114,0
sex,male,0.8130443688831888,0
sex,female,0.7946162589847013,0
race,Caucasian,0.8100917729303216,1
race,Other,0.8624068532535352,1
race,African-American,0.8292368000912305,1
sex,male,0.8187163232428178,1
sex,female,0.7960594356169857,1
race,African-American,0.8003343323142723,2
race,Caucasian,0.8085503589920024,2
race,Other,0.8348389039445949,2
sex,male,0.8023276001163999,2
sex,female,0.8204347279248929,2
race,Caucasian,0.8168937932705993,3
race,African-American,0.7901153409430467,3
race,Other,0.8171940928270042,3
sex,male,0.8178986362348781,3
sex,female,0.7958285239338845,3
race,Caucasian,0.8081644599232222,4
race,Other,0.677687443541102,4
race,African-American,0.8150377019206068,4
sex,female,0.8021085615912265,4
sex,male,0.8111142562592322,4
